28203.02,  
30549.96,  
29991.45,  
29982.30,  
30583.53,  
30180.68,  
30559.12,  
29823.60,  
30513.34,  
30351.58,  
30495.03,  
30256.97,  
30372.95,  
29939.57,  
29915.16,  
30531.65,  
30421.78,  
30131.84,  
29802.23,  
29942.62,  
30403.47,  
29973.14,  
29939.57,  
30473.66,  
29936.52,  
30415.67,  
30482.82,  
30052.49,  
30363.79,  
30488.92,  
30043.34,  
30186.78,  
30064.70,  
30046.39,  
30473.66,  
30357.69,  
30165.42,  
30165.42,  
29930.42,  
30095.22,  
30589.64,  
30546.91,  
29906.00,  
29747.30,  
30400.42,  
30165.42,  
30604.90,  
30330.22,  
30015.87,  
30495.03,  
30183.73,  
30067.75,  
30345.48,  
30183.73,  
30223.40,  
30452.30,  
29771.71,  
30275.29,  
30388.21,  
30168.47,  
30177.62,  
30531.65,  
30464.51,  
30589.64,  
30119.64,  
29869.38,  
30385.16,  
30150.16,  
30598.79,  
29875.48,  
29976.19,  
30189.83,  
30415.67,  
29918.21,  
29927.36,  
30232.56,  
30424.83,  
30540.80,  
30214.25,  
30086.06,  
30580.48,  
30446.19,  
30357.69,  
30464.51,  
30339.38,  
30385.16,  
30000.61,  
30040.29,  
30125.74,  
30589.64,  
30260.03,  
29973.14,  
29912.10,  
30034.18,  
30543.86,  
30430.93,  
30385.16,  
30083.01,  
29967.04,  
30137.95,  
30470.61,  
30348.53,  
30229.51,  
30479.77,  
29979.25,  
29963.99,  
30220.35,  
29948.73,  
30330.22,  
30281.39,  
30055.55,  
30433.99,  
30134.90,  
30012.82,  
29991.45,  
30171.52,  
30611.00,  
30174.57,  
30162.36,  
30165.42,  
30156.26,  
30314.96,  
30540.80,  
30388.21,  
30018.92,  
30540.80,  
30208.14,  
30174.57,  
29756.45,  
30598.79,  
29796.13,  
30543.86,  
30003.66,  
30131.84,  
30479.77,  
30498.08,  
30458.40,  
29909.05,  
30513.34,  
30311.91,  
29963.99,  
29844.96,  
30565.22,  
30504.18,  
29854.12,  
30260.03,  
30092.17,  
30446.19,  
30183.73,  
29732.04,  
30510.29,  
29985.35,  
29735.09,  
29976.19,  
29869.38,  
30504.18,  
30256.97,  
30376.00,  
30266.13,  
30107.43,  
29786.97,  
30113.53,  
30266.13,  
29939.57,  
29967.04,  
29887.69,  
30308.86,  
30186.78,  
30159.31,  
30131.84,  
30186.78,  
30540.80,  
29906.00,  
30427.88,  
30586.58,  
30089.12,  
30290.55,  
30101.32,  
29973.14,  
30531.65,  
30272.23,  
30086.06,  
30537.75,  
29933.47,  
30687.30,  
30556.06,  
30220.35,  
29848.01,  
30379.05,  
30360.74,  
30372.95,  
30134.90,  
30461.45,  
30525.54,  
30513.34,  
30580.48,  
29866.32,  
30055.55,  
30470.61,  
30516.39,  
30113.53,  
30376.00,  
30244.77,  
30537.75,  
29982.30,  
30192.88,  
30647.62,  
29854.12,  
30028.08,  
30305.80,  
30470.61,  
30064.70,  
30299.70,  
29750.35,  
30635.41,  
30015.87,  
30568.27,  
30543.86,  
29753.40,  
29945.68,  
29994.51,  
30131.84,  
30443.14,  
30449.25,  
29838.86,  
30275.29,  
30269.18,  
29890.74,  
30543.86,  
30070.81,  
30195.93,  
30192.88,  
30101.32,  
30110.48,  
30250.87,  
30403.47,  
30430.93,  
29936.52,  
29893.79,  
30116.58,  
30116.58,  
30348.53,  
29948.73,  
30009.77,  
29954.83,  
30214.25,  
30461.45,  
30266.13,  
29844.96,  
30092.17,  
30510.29,  
30171.52,  
29994.51,  
25798.08,  
22712.57,  
22517.24,  
22529.45,  
22520.30,  
22492.83,  
22520.30,  
22498.93,  
22495.88,  
22663.74,  
22483.67,  
22514.19,  
22495.88,  
22474.52,  
22511.14,  
22486.72,  
22498.93,  
22498.93,  
22474.52,  
22535.56,  
22477.57,  
22501.98,  
22544.71,  
22492.83,  
22517.24,  
22517.24,  
22508.09,  
22505.04,  
22489.78,  
22541.66,  
22480.62,  
22508.09,  
22495.88,  
22477.57,  
22495.88,  
25071.72,  
29408.53,  
30345.48,  
30342.43,  
30012.82,  
30113.53,  
29759.51,  
30574.38,  
30546.91,  
29915.16,  
29954.83,  
30345.48,  
30388.21,  
30211.19,  
30037.23,  
29942.62,  
30595.74,  
30183.73,  
30366.84,  
30192.88,  
29844.96,  
30321.06,  
30021.97,  
30012.82,  
30519.44,  
30421.78,  
30110.48,  
30488.92,  
30540.80,  
29960.94,  
30263.08,  
30592.69,  
30321.06,  
29927.36,  
30452.30,  
29896.84,  
30263.08,  
29872.43,  
29927.36,  
30205.09,  
30583.53,  
30543.86,  
30601.84,  
30589.64,  
30028.08,  
30043.34,  
29759.51,  
30632.36,  
30305.80,  
29875.48,  
30571.32,  
30394.31,  
30559.12,  
30391.26,  
29851.07,  
30440.09,  
30253.92,  
30394.31,  
29838.86,  
30559.12,  
29967.04,  
30482.82,  
29884.64,  
30049.44,  
30421.78,  
30287.49,  
30363.79,  
30006.71,  
30192.88,  
30220.35,  
30122.69,  
30391.26,  
30351.58,  
30086.06,  
30388.21,  
30275.29,  
30321.06,  
29933.47,  
30324.12,  
29985.35,  
29872.43,  
30269.18,  
30238.66,  
30372.95,  
30162.36,  
30354.64,  
30098.27,  
30217.30,  
29997.56,  
30079.96,  
30296.65,  
30079.96,  
29872.43,  
29921.26,  
30611.00,  
29851.07,  
30540.80,  
29957.88,  
30565.22,  
30583.53,  
30473.66,  
29805.29,  
30003.66,  
30345.48,  
30379.05,  
30159.31,  
29994.51,  
29933.47,  
30461.45,  
30333.27,  
30247.82,  
30382.10,  
29848.01,  
30553.01,  
29875.48,  
30540.80,  
29994.51,  
30632.36,  
30302.75,  
30144.05,  
30223.40,  
30165.42,  
30079.96,  
30418.73,  
30250.87,  
29890.74,  
30287.49,  
30278.34,  
30012.82,  
30553.01,  
30150.16,  
30598.79,  
30018.92,  
29988.40,  
30284.44,  
30012.82,  
30604.90,  
30290.55,  
29899.90,  
30061.65,  
30470.61,  
30104.38,  
30217.30,  
30287.49,  
30281.39,  
30162.36,  
30440.09,  
30037.23,  
30458.40,  
29967.04,  
30559.12,  
30501.13,  
29902.95,  
30290.55,  
30089.12,  
30440.09,  
30168.47,  
30372.95,  
30006.71,  
30147.10,  
30559.12,  
30485.87,  
30256.97,  
30403.47,  
30409.57,  
30174.57,  
29942.62,  
30433.99,  
29890.74,  
29960.94,  
30525.54,  
30189.83,  
30522.49,  
30031.13,  
30348.53,  
30141.00,  
30351.58,  
30388.21,  
30302.75,  
30363.79,  
30195.93,  
30037.23,  
30382.10,  
30110.48,  
29881.58,  
30305.80,  
30290.55,  
29848.01,  
29906.00,  
30073.86,  
30391.26,  
29790.03,  
30134.90,  
30134.90,  
29881.58,  
30025.03,  
30186.78,  
30150.16,  
30073.86,  
30101.32,  
30421.78,  
30021.97,  
29857.17,  
30354.64,  
29811.39,  
30162.36,  
29899.90,  
29960.94,  
30479.77,  
29866.32,  
30470.61,  
30244.77,  
30537.75,  
30485.87,  
30278.34,  
30128.79,  
29906.00,  
30037.23,  
30568.27,  
30144.05,  
30537.75,  
30510.29,  
29906.00,  
30565.22,  
29951.78,  
29756.45,  
30205.09,  
30531.65,  
30290.55,  
30028.08,  
30141.00,  
30403.47,  
30272.23,  
30061.65,  
30125.74,  
30244.77,  
