28895.81,  
30247.82,  
30406.52,  
30397.36,  
29985.35,  
29991.45,  
30330.22,  
30485.87,  
30525.54,  
29988.40,  
30336.32,  
30711.71,  
30470.61,  
30592.69,  
30626.26,  
30330.22,  
30549.96,  
30607.95,  
29848.01,  
30455.35,  
30531.65,  
30220.35,  
30012.82,  
30275.29,  
30284.44,  
30018.92,  
30601.84,  
30073.86,  
30461.45,  
30028.08,  
30488.92,  
30061.65,  
30043.34,  
30192.88,  
30586.58,  
29909.05,  
30284.44,  
30287.49,  
30256.97,  
30266.13,  
30003.66,  
30678.14,  
29976.19,  
30098.27,  
30379.05,  
29918.21,  
30284.44,  
30388.21,  
29988.40,  
30104.38,  
30336.32,  
30113.53,  
30672.04,  
30125.74,  
30052.49,  
30559.12,  
29921.26,  
30656.78,  
30046.39,  
30711.71,  
30473.66,  
30235.61,  
30235.61,  
30528.60,  
29973.14,  
30763.60,  
30174.57,  
30366.84,  
30577.43,  
30528.60,  
30501.13,  
30461.45,  
30510.29,  
30260.03,  
30601.84,  
29878.53,  
30318.01,  
30006.71,  
30089.12,  
30394.31,  
30107.43,  
30162.36,  
30366.84,  
30101.32,  
29994.51,  
30311.91,  
29976.19,  
30562.17,  
30668.99,  
30607.95,  
30229.51,  
30287.49,  
30693.40,  
30116.58,  
30430.93,  
30327.17,  
30366.84,  
30314.96,  
30037.23,  
30046.39,  
30394.31,  
30012.82,  
29869.38,  
30333.27,  
30043.34,  
30198.99,  
30403.47,  
29985.35,  
29970.09,  
30153.21,  
30079.96,  
30119.64,  
30061.65,  
30168.47,  
30198.99,  
30412.62,  
30607.95,  
30540.80,  
30266.13,  
30028.08,  
30342.43,  
30095.22,  
29963.99,  
30205.09,  
29960.94,  
30070.81,  
30318.01,  
30577.43,  
30488.92,  
30626.26,  
30678.14,  
30614.05,  
30278.34,  
30159.31,  
30189.83,  
30156.26,  
30186.78,  
30141.00,  
30141.00,  
30067.75,  
30647.62,  
30003.66,  
29902.95,  
30626.26,  
30659.83,  
30644.57,  
30040.29,  
30284.44,  
30000.61,  
30095.22,  
30394.31,  
30247.82,  
30589.64,  
30180.68,  
29942.62,  
30092.17,  
30174.57,  
30034.18,  
30495.03,  
30134.90,  
30064.70,  
30049.44,  
30269.18,  
29906.00,  
30171.52,  
30485.87,  
30604.90,  
30485.87,  
30089.12,  
30614.05,  
30195.93,  
30290.55,  
30272.23,  
30629.31,  
30458.40,  
30528.60,  
30504.18,  
30525.54,  
30675.09,  
30418.73,  
30571.32,  
30299.70,  
30260.03,  
30125.74,  
30430.93,  
30342.43,  
30293.60,  
30650.67,  
30394.31,  
30678.14,  
30363.79,  
30244.77,  
30034.18,  
30009.77,  
29960.94,  
30000.61,  
30150.16,  
29930.42,  
30638.47,  
30302.75,  
30037.23,  
30003.66,  
30131.84,  
30067.75,  
30351.58,  
30693.40,  
30202.04,  
30324.12,  
30723.92,  
30632.36,  
30537.75,  
30354.64,  
30470.61,  
30098.27,  
30522.49,  
30574.38,  
30513.34,  
30284.44,  
30153.21,  
30418.73,  
30513.34,  
30278.34,  
30464.51,  
30549.96,  
30186.78,  
30083.01,  
24665.81,  
22700.36,  
22669.84,  
22608.80,  
22614.91,  
22633.22,  
22584.39,  
22630.17,  
22611.85,  
22633.22,  
22590.49,  
22584.39,  
22575.23,  
22581.33,  
22624.06,  
22627.11,  
22666.79,  
22660.68,  
22575.23,  
22611.85,  
22627.11,  
22621.01,  
22590.49,  
22624.06,  
22614.91,  
22578.28,  
22617.96,  
22563.02,  
22523.35,  
22617.96,  
22630.17,  
22651.53,  
22621.01,  
22581.33,  
22682.05,  
28206.07,  
30415.67,  
30678.14,  
30714.77,  
30354.64,  
29967.04,  
30104.38,  
30690.35,  
30079.96,  
30012.82,  
30397.36,  
30153.21,  
29985.35,  
30119.64,  
30647.62,  
29994.51,  
30064.70,  
30617.10,  
30394.31,  
30668.99,  
30693.40,  
30125.74,  
30665.93,  
30681.19,  
30543.86,  
30235.61,  
30412.62,  
30241.71,  
30229.51,  
30031.13,  
30345.48,  
30302.75,  
30354.64,  
30263.08,  
30079.96,  
30794.12,  
30641.52,  
30348.53,  
30388.21,  
30308.86,  
30491.97,  
30501.13,  
30354.64,  
30394.31,  
30003.66,  
30079.96,  
30089.12,  
30290.55,  
30522.49,  
30198.99,  
30046.39,  
30513.34,  
29997.56,  
30116.58,  
30159.31,  
30009.77,  
30180.68,  
30733.08,  
30327.17,  
30211.19,  
